xyz_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,ACR,TCR,age_30-34,age_35-39,age_40-44,age_45-49,interest_2,interest_7,interest_10,interest_15,interest_16,interest_18,interest_19,interest_20,interest_21,interest_22,interest_23,interest_24,interest_25,interest_26,interest_27,interest_28,interest_29,interest_30,interest_31,interest_32,interest_36,interest_63,interest_64,interest_65,interest_66,interest_100,interest_101,interest_102,interest_103,interest_104,interest_105,interest_106,interest_107,interest_108,interest_109,interest_110,interest_111,interest_112,interest_113,interest_114
916,30-34,M,31,1224,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,7,735,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,16,5117,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,16,5120,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,20,14669,7,10.28000021,1,1,-3.042411367444358,2.659260036932778,2.659260036932778,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,28,1241,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,30,2305,1,0.5699999929999999,1,0,-3.1376657694426577,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,M,31,1024,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,15,4627,1,1.6900000569999998,1,0,-3.8344938029189084,-2.3025850929940455,4.605170185988092,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,16,21026,4,4.6300001139999996,2,1,-3.9620504990277943,3.2188758248682006,3.912023005428146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,15,1422,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,15,7132,2,2.609999895,1,0,-3.574029612434994,-2.3025850929940455,3.912023005428146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,16,12190,2,3.049999952,1,0,-4.110053855927281,-2.3025850929940455,3.912023005428146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,16,12193,2,3.0599999430000002,1,1,-4.110299929012228,3.912023005428146,3.912023005428146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,16,3332,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,7,559,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,M,29,7440,2,2.9800000189999998,1,1,-3.6163087612791007,3.912023005428146,3.912023005428146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,40-44,M,16,19113,4,5.5200001,1,0,-3.866659463676616,-2.3025850929940455,3.2188758248682006,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,40-44,M,16,10976,2,1.6900000569999998,1,1,-4.00514898341763,3.912023005428146,3.912023005428146,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,40-44,M,16,2861,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,40-44,M,15,1398,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,40-44,M,16,23817,7,8.470000147999999,1,1,-3.5270745553498184,2.659260036932778,2.659260036932778,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,M,16,47224,12,15.82000017,1,0,-3.6725806811444337,-2.3025850929940455,2.120263536200091,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,M,24,2283,1,1.4700000290000002,1,0,-3.1280754605417043,-2.3025850929940455,4.605170185988092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,M,21,2182,1,1.5299999709999998,1,1,-3.0828269804049246,4.605170185988092,4.605170185988092,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,16,2654,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,16,57665,14,18.06999969,1,1,-3.718178167056689,1.9661128563728327,1.9661128563728327,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,32,3091,1,1.6100000140000001,1,1,-3.4310797561440247,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,15,5014,1,1.190000057,1,0,-3.914819092730147,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,16,38726,7,9.220000267,1,0,-4.013186153019939,-2.3025850929940455,2.659260036932778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,18,1473,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,27,1186,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,15,5369,1,1.50999999,1,0,-3.983226764434478,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,29,22221,7,9.430000067,1,1,-3.457712731637994,2.659260036932778,2.659260036932778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,63,1185,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,30-34,F,65,13019,5,6.9600000379999996,1,0,-3.2595570094752055,-2.3025850929940455,2.995732273553991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,F,25,2508,1,1.2200000290000002,1,0,-3.22207071576472,-2.3025850929940455,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,F,27,5864,2,2.799999952,1,1,-3.3782698770184507,3.912023005428146,3.912023005428146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,35-39,F,20,2783,1,1.600000024,1,0,-3.326114575537799,-2.3025850929940455,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,40-44,F,15,3812,1,1.129999995,2,1,-3.6407390787860012,4.605170185988092,5.298317366548036,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,F,10,11199,4,5.730000018999999,1,1,-3.3321152204747118,3.2188758248682006,3.2188758248682006,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,F,19,292,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,F,63,17572,7,9.379999995,1,0,-3.2229816700522655,-2.3025850929940455,2.659260036932778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,45-49,F,10,1448,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,10,1772,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,10,13329,4,5.629999995,1,1,-3.5062328444960364,3.2188758248682006,3.2188758248682006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,15,13659,3,3.840000033,1,0,-3.818371449346691,-2.3025850929940455,3.5065578973199814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,21,739,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,25,605,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,26,1030,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,29,5374,1,1.039999962,4,0,-3.984157603187345,-2.3025850929940455,5.991464547107982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,36,790,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,M,36,962,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,10,4423,1,1.4600000380000002,1,1,-3.789403291880235,4.605170185988092,4.605170185988092,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,16,12382,2,2.839999914,1,1,-4.12568171753114,3.912023005428146,3.912023005428146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,20,2938,1,1.350000024,1,1,-3.3803141707457316,4.605170185988092,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,23,239,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,26,591,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,27,10332,4,5.75,1,0,-3.251536607107749,-2.3025850929940455,3.2188758248682006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,28,8259,3,3.9800000189999998,1,0,-3.315276319154516,-2.3025850929940455,3.5065578973199814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,M,29,12158,3,4.449999928,1,0,-3.7019601936524666,-2.3025850929940455,3.5065578973199814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,40-44,M,29,7709,2,1.320000052,2,0,-3.6518263899112258,-2.3025850929940455,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,40-44,M,36,834,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,45-49,M,18,1299,0,0.0,2,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,45-49,M,19,371,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,45-49,M,29,10466,3,4.090000033,1,0,-3.552104712275952,-2.3025850929940455,3.5065578973199814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,45-49,M,31,839,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,10,5576,1,1.5299999709999998,1,1,-4.0210567664522685,4.605170185988092,4.605170185988092,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,16,4010,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,16,39337,7,10.03000009,1,1,-4.028840495730525,2.659260036932778,2.659260036932778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,18,1635,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,18,1631,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,26,13479,3,4.25,1,0,-3.8051057230820686,-2.3025850929940455,3.5065578973199814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,27,57022,13,20.29000032,3,3,-3.781072893814043,3.138833117194664,3.138833117194664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,27,5453,1,1.3899999859999999,1,1,-3.9987510089379703,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,29,11803,3,4.440000057,1,0,-3.6723265407728682,-2.3025850929940455,3.5065578973199814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,31,4259,1,1.570000052,1,1,-3.751619483935122,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,64,1554,0,0.0,1,0,-2.3025850929940455,-2.3025850929940455,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,30-34,F,64,5323,1,1.289999962,1,1,-3.974622147184666,4.605170185988092,4.605170185988092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,10,5024,1,1.4099999669999999,1,1,-3.9168115221599433,4.605170185988092,4.605170185988092,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,16,104648,24,33.33000004,4,2,-3.775133600032026,2.120263536200091,2.8134107167600364,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,22,8504,3,3.340000093,1,1,-3.3445094453655826,3.5065578973199814,3.5065578973199814,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,27,20277,6,8.050000072000001,1,0,-3.5203128625523177,-2.3025850929940455,2.8134107167600364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,29,12403,4,5.210000038,1,1,-3.4342291107073475,3.2188758248682006,3.2188758248682006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,32,498,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,35-39,F,63,1357,0,0.0,1,1,-2.3025850929940455,4.605170185988092,4.605170185988092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
